"","Rk","Season","Conf","W","L","W-L%","SRS","SOS","PFPG","PAPG","AP Pre","AP High","AP Final","NCAA Tournament","Coach(es)","team_name","missing"
"5371","59","1960","Mid-Atl","10","11",".476","-14.53","-9.59","67.7","68.9","","","","","Ben Kribbs (10-11)","bucknell",FALSE
"5372","60","1959","Mid-Atl","16","7",".696","-1.84","-7.42","","","","","","","Ben Kribbs (16-7)","bucknell",FALSE
"5373","61","1958","Ind","16","8",".667","-6.32","-6.85","","","","","","","Ben Kribbs (16-8)","bucknell",FALSE
"5374","62","1957","Ind","16","8",".667","-4.43","-4.24","","","","","","","Ben Kribbs (16-8)","bucknell",FALSE
"5375","63","1956","Ind","10","14",".417","-19.56","-6.84","","","","","","","Ben Kribbs (10-14)","bucknell",FALSE
"5376","64","1955","Ind","3","18",".143","-23.35","-5.52","","","","","","","Ben Kribbs (3-18)","bucknell",FALSE
"5377","65","1954","Ind","4","16",".200","-18.25","-3.65","","","","","","","Ben Kribbs (4-16)","bucknell",FALSE
"5378","66","1953","Ind","3","16",".158","-32.70","-7.20","","","","","","","Ben Kribbs (3-16)","bucknell",FALSE
"5379","67","1952","Ind","8","16",".333","-12.96","-5.21","","","","","","","Jack Guy (8-16)","bucknell",FALSE
"5380","68","1951","Ind","9","13",".409","-10.67","-6.89","","","","","","","Jack Guy (9-13)","bucknell",FALSE
"5381","69","1950","Ind","5","16",".238","-12.31","-6.58","","","","","","","Jack Guy (5-16)","bucknell",FALSE
"5382","70","1949","MASCN","2","18",".100","","","51.0","70.0","","","","","Jack Guy (2-18)","bucknell",FALSE
"5383","71","1948","MASCN","5","17",".227","","","","","","","","","Jack Guy (5-17)","bucknell",FALSE
"5384","72","1947","MASCN","11","8",".579","","","","","","","","","Woody Ludwig (11-8)","bucknell",FALSE
"5385","73","1946","MASCN","6","11",".353","","","","","","","","","Woody Ludwig (6-11)","bucknell",FALSE
"5386","74","1945","Ind","10","7",".588","","","","","","","","","Woody Ludwig (10-7)","bucknell",FALSE
"5387","75","1944","Ind","9","3",".750","","","","","","","","","Woody Ludwig (9-3)","bucknell",FALSE
"5388","76","1943","Ind","5","8",".385","","","","","","","","","John Sitarski (5-8)","bucknell",FALSE
"5389","77","1942","Ind","9","9",".500","","","","","","","","","Malcolm Musser (9-9)","bucknell",FALSE
"5390","78","1941","Ind","10","7",".588","","","","","","","","","Malcolm Musser (10-7)","bucknell",FALSE
"5391","79","1940","Ind","13","7",".650","","","","","","","","","Malcolm Musser (13-7)","bucknell",FALSE
"5392","80","1939","Ind","8","8",".500","","","","","","","","","Malcolm Musser (8-8)","bucknell",FALSE
"5393","81","1938","Ind","7","6",".538","","","","","","","","","Malcolm Musser (7-6)","bucknell",FALSE
"5394","82","1937","Ind","9","7",".563","","","","","","","","","Malcolm Musser (9-7)","bucknell",FALSE
"5395","83","1936","Ind","13","4",".765","","","","","","","","","Malcolm Musser (13-4)","bucknell",FALSE
"5396","84","1935","Ind","0","14",".000","","","","","","","","","Malcolm Musser (0-14)","bucknell",FALSE
"5397","85","1934","EIC","2","16",".111","","","","","","","","","Malcolm Musser (2-16)","bucknell",FALSE
"5398","86","1933","Ind","6","8",".429","","","","","","","","","Malcolm Musser (6-8)","bucknell",FALSE
"5399","87","1932","Ind","7","9",".438","","","","","","","","","John Plant (7-9)","bucknell",FALSE
"5400","88","1931","Ind","6","11",".353","","","","","","","","","John Plant (6-11)","bucknell",FALSE
"5401","89","1930","Ind","6","12",".333","","","","","","","","","John Plant (6-12)","bucknell",FALSE
"5402","90","1929","Ind","10","8",".556","","","","","","","","","John Plant (10-8)","bucknell",FALSE
"5403","91","1928","Ind","16","5",".762","","","","","","","","","John Plant (16-5)","bucknell",FALSE
"5404","92","1927","Ind","14","4",".778","","","","","","","","","John Plant (14-4)","bucknell",FALSE
"5405","93","1926","Ind","8","4",".667","","","","","","","","","Malcolm Musser (8-4)","bucknell",FALSE
"5406","94","1925","Ind","1","4",".200","","","","","","","","","Moose McCormick (1-4)","bucknell",FALSE
"5407","95","1924","Ind","1","5",".167","","","","","","","","","Moose McCormick (1-5)","bucknell",FALSE
"5408","96","1923","Ind","9","11",".450","","","","","","","","","Clarence Glass (9-11)","bucknell",FALSE
"5409","97","1922","Ind","8","10",".444","","","","","","","","","Clarence Glass (8-10)","bucknell",FALSE
"5410","98","1921","Ind","12","4",".750","","","","","","","","","Clarence Glass (12-4)","bucknell",FALSE
"5411","99","1920","Ind","14","6",".700","","","","","","","","","Malcolm Musser (14-6)","bucknell",FALSE
"5412","100","1919","Ind","13","3",".813","","","","","","","","","Henry Benfer (13-3)","bucknell",FALSE
"5413","101","1918","Ind","11","3",".786","","","","","","","","","Malcolm Musser (11-3)","bucknell",FALSE
"5414","102","1917","Ind","11","5",".688","","","","","","","","","George Cockill (11-5)","bucknell",FALSE
"5415","103","1916","Ind","10","3",".769","","","","","","","","","George Cockill (10-3)","bucknell",FALSE
"5416","104","1915","Ind","5","11",".313","","","","","","","","","George Cockill (5-11)","bucknell",FALSE
"5417","105","1914","Ind","4","8",".333","","","","","","","","","D. Schaffner (4-8)","bucknell",FALSE
"5418","106","1913","Ind","4","13",".235","","","","","","","","","H.E. Zehner (4-13)","bucknell",FALSE
"5419","107","1912","Ind","10","6",".625","","","","","","","","","C. Fulmer (10-6)","bucknell",FALSE
"5420","108","1911","Ind","5","6",".455","","","","","","","","","Doc Hoskins (5-6)","bucknell",FALSE
"5421","109","1910","Ind","7","5",".583","","","","","","","","","Doc Hoskins (7-5)","bucknell",FALSE
"5422","110","1909","Ind","9","3",".750","","","","","","","","","Doc Hoskins (9-3)","bucknell",FALSE
"5423","111","1908","Ind","12","0","1.000","","","","","","","","","Student Coaches (12-0)","bucknell",FALSE
"5424","112","1907","Ind","10","1",".909","","","","","","","","","Student Coaches (10-1)","bucknell",FALSE
"5425","113","1906","Ind","10","2",".833","","","","","","","","","Student Coaches (10-2)","bucknell",FALSE
"5426","114","1905","Ind","8","1",".889","","","","","","","","","Student Coaches (8-1)","bucknell",FALSE
"5427","115","1904","Ind","7","5",".583","","","","","","","","","Student Coaches (7-5)","bucknell",FALSE
"5428","116","1903","Ind","10","0","1.000","","","","","","","","","Student Coaches (10-0)","bucknell",FALSE
"5429","117","1902","Ind","13","2",".867","","","","","","","","","Student Coaches (13-2)","bucknell",FALSE
"5430","118","1901","Ind","12","1",".923","","","","","","","","","Student Coaches (12-1)","bucknell",FALSE
"5431","119","1900","Ind","6","3",".667","","","","","","","","","Student Coaches (6-3)","bucknell",FALSE
"5432","120","1899","Ind","3","5",".375","","","","","","","","","Student Coaches (3-5)","bucknell",FALSE
"5433","121","1898","Ind","4","4",".500","","","","","","","","","Student Coaches (4-4)","bucknell",FALSE
"5434","122","1897","Ind","4","1",".800","","","","","","","","","Student Coaches (4-1)","bucknell",FALSE
"5435","123","1896","Ind","1","3",".250","","","","","","","","","Student Coaches (1-3)","bucknell",FALSE
"5436","1","2018","CAA","12","5",".706","-0.74","-0.54","86.4","80.3","","","","","Tony Shaver (12-5)","william-mary",FALSE
"5437","2","2017","CAA","17","14",".548","-0.14","-0.73","81.7","77.8","","","","","Tony Shaver (17-14)","william-mary",FALSE
"5438","3","2016","CAA","20","11",".645","5.57","1.30","76.9","71.1","","","","","Tony Shaver (20-11)","william-mary",FALSE
"5439","4","2015","CAA","20","13",".606","2.82","-1.15","73.2","66.9","","","","","Tony Shaver (20-13)","william-mary",FALSE
"5440","5","2014","CAA","20","12",".625","-1.48","-2.29","73.1","71.3","","","","","Tony Shaver (20-12)","william-mary",FALSE
"5441","6","2013","CAA","13","17",".433","-4.03","-3.45","68.8","68.3","","","","","Tony Shaver (13-17)","william-mary",FALSE
"5442","7","2012","CAA","6","26",".188","-10.79","-0.72","60.3","69.4","","","","","Tony Shaver (6-26)","william-mary",FALSE
"5443","8","2011","CAA","10","22",".313","-4.38","0.49","64.1","67.9","","","","","Tony Shaver (10-22)","william-mary",FALSE
"5444","9","2010","CAA","22","11",".667","2.82","1.63","67.1","64.5","","","","","Tony Shaver (22-11)","william-mary",FALSE
"5445","10","2009","CAA","10","20",".333","-5.97","-2.79","61.5","63.4","","","","","Tony Shaver (10-20)","william-mary",FALSE
"5446","11","2008","CAA","17","16",".515","-4.08","-1.38","62.4","62.8","","","","","Tony Shaver (17-16)","william-mary",FALSE
"5447","12","2007","CAA","15","15",".500","-3.80","-2.53","63.5","64.2","","","","","Tony Shaver (15-15)","william-mary",FALSE
"5448","13","2006","CAA","8","20",".286","-5.67","-0.41","64.8","69.4","","","","","Tony Shaver (8-20)","william-mary",FALSE
"5449","14","2005","CAA","8","21",".276","-12.10","-2.13","64.8","73.4","","","","","Tony Shaver (8-21)","william-mary",FALSE
"5450","15","2004","CAA","7","21",".250","-5.76","-0.76","71.7","76.7","","","","","Tony Shaver (7-21)","william-mary",FALSE
"5451","16","2003","CAA","12","16",".429","-9.32","-5.07","64.3","68.5","","","","","Rick Boyages (12-16)","william-mary",FALSE
"5452","17","2002","CAA","10","19",".345","-6.08","-1.16","63.0","67.2","","","","","Rick Boyages (10-19)","william-mary",FALSE
"5453","18","2001","CAA","11","17",".393","-5.74","-2.42","61.1","64.5","","","","","Rick Boyages (11-17)","william-mary",FALSE
"5454","19","2000","CAA","11","17",".393","-5.55","-0.92","68.6","71.2","","","","","Charles Woollum (11-17)","william-mary",FALSE
"5455","20","1999","CAA","8","19",".296","-10.44","-3.60","64.5","68.6","","","","","Charles Woollum (8-19)","william-mary",FALSE
"5456","21","1998","CAA","20","7",".741","3.31","-4.00","69.9","61.8","","","","","Charles Woollum (20-7)","william-mary",FALSE
"5457","22","1997","CAA","12","16",".429","-3.60","-1.15","65.4","67.1","","","","","Charles Woollum (12-16)","william-mary",FALSE
"5458","23","1996","CAA","10","16",".385","-2.86","-1.46","74.0","74.0","","","","","Charles Woollum (10-16)","william-mary",FALSE
"5459","24","1995","CAA","8","19",".296","-7.80","-2.80","70.2","75.2","","","","","Charles Woollum (8-19)","william-mary",FALSE
"5460","25","1994","CAA","4","23",".148","-12.67","-2.56","72.7","83.2","","","","","Chuck Swenson (4-23)","william-mary",FALSE
"5461","26","1993","CAA","14","13",".519","-2.51","-1.43","75.0","74.3","","","","","Chuck Swenson (14-13)","william-mary",FALSE
"5462","27","1992","CAA","10","19",".345","-9.63","-2.30","69.4","75.1","","","","","Chuck Swenson (10-19)","william-mary",FALSE
"5463","28","1991","CAA","13","15",".464","-6.52","-3.71","70.3","72.0","","","","","Chuck Swenson (13-15)","william-mary",FALSE
"5464","29","1990","CAA","6","22",".214","-14.68","-2.32","68.2","78.1","","","","","Chuck Swenson (6-22)","william-mary",FALSE
"5465","30","1989","CAA","5","23",".179","-16.72","-3.95","67.0","78.5","","","","","Chuck Swenson (5-23)","william-mary",FALSE
"5466","31","1988","CAA","10","19",".345","-7.41","-1.85","71.1","74.8","","","","","Chuck Swenson (10-19)","william-mary",FALSE
"5467","32","1987","CAA","5","22",".185","-9.95","-0.47","61.0","68.6","","","","","Barry Parkhill (5-22)","william-mary",FALSE
"5468","33","1986","CAA","8","20",".286","-6.17","2.46","55.6","63.1","","","","","Barry Parkhill (8-20)","william-mary",FALSE
"5469","34","1985","ECACS","16","12",".571","-1.14","-0.88","66.5","65.3","","","","","Barry Parkhill (16-12)","william-mary",FALSE
"5470","35","1984","ECACS","14","14",".500","0.31","-1.23","63.1","59.4","","","","","Barry Parkhill (14-14)","william-mary",FALSE
